,Unnamed: 0,Unnamed: 0.1,Rowid,Timestamp,Anonymized_Vehicle_number,Vehicle_type,Unnamed: 0.2,Number_of_axles,Tollplaza_id,Tollplaza_code,Unnamed: 0.3,Type of Payment code,Vehicle Code
5759,5759,5759,5760,Mon Aug  2 05:13:43 2021,4368029,CAR,5759,4368029,4961,PC92C5115,5759,,
5760,5760,5760,5761,Mon Aug  9 02:02:41 2021,2570619,CAR,5760,2570619,4993,PC0F0AB4E,5760,,
5761,5761,5761,5762,Mon Aug  9 15:44:16 2021,8095485,CAR,5761,8095485,4470,PCB4FF8FA,5761,,
5762,5762,5762,5763,Mon Aug 16 22:47:11 2021,8803360,TRUCK,5762,8803360,4416,PC546F252,5762,,
5763,5763,5763,5764,Fri Aug 13 00:30:00 2021,462422,VAN,5763,462422,4070,PCEECA8B2,5763,,
5764,5764,5764,5765,Sat Jul 31 02:49:31 2021,6541243,CAR,5764,6541243,4844,PCC48E3A8,5764,,
5765,5765,5765,5766,Wed Aug  4 11:10:28 2021,9622998,CAR,5765,9622998,4060,PC481C9F9,5765,,
5766,5766,5766,5767,Sun Aug  1 18:48:12 2021,3290308,CAR,5766,3290308,4215,PC4C76F48,5766,,
5767,5767,5767,5768,Thu Aug 19 05:44:09 2021,7589629,TRUCK,5767,7589629,4023,PC77793DF,5767,,
5768,5768,5768,5769,Tue Aug  3 19:29:32 2021,7892086,CAR,5768,7892086,4703,PC395ADCB,5768,,
5769,5769,5769,5770,Mon Aug 16 02:39:30 2021,9519595,VAN,5769,9519595,4577,PC8FE0901,5769,,
5770,5770,5770,5771,Fri Aug 20 00:48:52 2021,8922611,TRUCK,5770,8922611,4388,PC803F0F2,5770,,
5771,5771,5771,5772,Thu Aug  5 19:06:21 2021,4143221,VAN,5771,4143221,4938,PC6C57ED3,5771,,
5772,5772,5772,5773,Thu Aug 12 05:51:58 2021,2198198,VAN,5772,2198198,4132,PC8E2A7E0,5772,,
5773,5773,5773,5774,Tue Aug 17 10:50:06 2021,9033545,VAN,5773,9033545,4239,PCA185B1A,5773,,
5774,5774,5774,5775,Sun Aug 22 04:29:08 2021,5345165,VAN,5774,5345165,4984,PCBABF130,5774,,
5775,5775,5775,5776,Mon Aug  2 09:20:37 2021,4171817,VAN,5775,4171817,4798,PC17F8052,5775,,
5776,5776,5776,5777,Thu Aug 19 13:06:28 2021,1983709,CAR,5776,1983709,4730,PC7DC0964,5776,,
5777,5777,5777,5778,Tue Aug 17 16:28:34 2021,8847288,CAR,5777,8847288,4857,PC59F4E22,5777,,
5778,5778,5778,5779,Sun Aug 22 07:53:53 2021,7779534,VAN,5778,7779534,4735,PC2294422,5778,,
5779,5779,5779,5780,Mon Aug 16 16:39:55 2021,5542637,VAN,5779,5542637,4933,PC419F41D,5779,,
5780,5780,5780,5781,Wed Aug  4 15:09:12 2021,7143440,VAN,5780,7143440,4128,PCC0E7E2A,5780,,
5781,5781,5781,5782,Fri Aug  6 19:08:22 2021,1885041,VAN,5781,1885041,4397,PCB070250,5781,,
5782,5782,5782,5783,Sat Aug 21 22:12:42 2021,132233,TRUCK,5782,132233,4586,PC4A40D50,5782,,
5783,5783,5783,5784,Thu Aug 19 09:48:44 2021,8953200,CAR,5783,8953200,4260,PC1A4796C,5783,,
5784,5784,5784,5785,Wed Aug  4 14:29:46 2021,9531585,CAR,5784,9531585,4092,PC40C2E00,5784,,
5785,5785,5785,5786,Mon Aug  9 05:42:32 2021,2429442,CAR,5785,2429442,4747,PC5E524A1,5785,,
5786,5786,5786,5787,Wed Aug 11 14:30:55 2021,3512234,CAR,5786,3512234,4160,PC6DC0ACF,5786,,
5787,5787,5787,5788,Tue Aug  3 01:59:53 2021,6753468,CAR,5787,6753468,4514,PC374C341,5787,,
5788,5788,5788,5789,Thu Aug  5 07:35:43 2021,3022962,CAR,5788,3022962,4860,PCF4A2DA9,5788,,
5789,5789,5789,5790,Fri Aug 13 07:36:50 2021,8740173,CAR,5789,8740173,4137,PC4FA703F,5789,,
5790,5790,5790,5791,Wed Aug 18 01:51:45 2021,6361318,TRUCK,5790,6361318,4661,PC1585DF2,5790,,
5791,5791,5791,5792,Sat Aug 14 06:59:15 2021,2583089,CAR,5791,2583089,4918,PC8F8E598,5791,,
5792,5792,5792,5793,Thu Aug  5 18:20:19 2021,5248241,CAR,5792,5248241,4061,PC3A63A79,5792,,
5793,5793,5793,5794,Tue Aug  3 16:20:19 2021,1586810,CAR,5793,1586810,4980,PCBD5C822,5793,,
5794,5794,5794,5795,Tue Aug 17 11:30:47 2021,6021276,CAR,5794,6021276,4371,PC7E22FD8,5794,,
5795,5795,5795,5796,Fri Aug 20 15:02:01 2021,2042932,CAR,5795,2042932,4894,PCDADB8C6,5795,,
5796,5796,5796,5797,Tue Aug 17 22:31:43 2021,1833489,TRUCK,5796,1833489,4250,PCC695DB0,5796,,
5797,5797,5797,5798,Tue Aug  3 15:29:38 2021,7314052,CAR,5797,7314052,4728,PC07BF95F,5797,,
5798,5798,5798,5799,Fri Aug 20 20:30:34 2021,470908,VAN,5798,470908,4715,PCFA0E4C0,5798,,
5799,5799,5799,5800,Mon Aug 16 05:12:00 2021,391477,CAR,5799,391477,4551,PCCA5979C,5799,,
5800,5800,5800,5801,Sat Jul 31 16:37:07 2021,2240227,CAR,5800,2240227,4459,PCD9CAD56,5800,,
5801,5801,5801,5802,Thu Aug 12 01:21:45 2021,9566329,CAR,5801,9566329,4499,PC1EEDA04,5801,,
5802,5802,5802,5803,Wed Aug 18 11:10:26 2021,8218745,CAR,5802,8218745,4368,PC909A324,5802,,
5803,5803,5803,5804,Tue Aug 17 14:57:56 2021,7307021,TRUCK,5803,7307021,4670,PC2BE6D87,5803,,
5804,5804,5804,5805,Sun Aug 15 13:43:38 2021,2251865,TRUCK,5804,2251865,4360,PC084F676,5804,,
5805,5805,5805,5806,Thu Aug  5 06:57:50 2021,8874240,CAR,5805,8874240,4672,PC03AE86F,5805,,
5806,5806,5806,5807,Tue Aug  3 15:24:40 2021,6272157,CAR,5806,6272157,4160,PC6DC0ACF,5806,,
5807,5807,5807,5808,Thu Aug 12 22:04:37 2021,5501083,TRUCK,5807,5501083,4987,PCF4A9637,5807,,
5808,5808,5808,5809,Mon Aug  9 18:05:46 2021,4803475,CAR,5808,4803475,4373,PC8806694,5808,,
5809,5809,5809,5810,Fri Aug  6 02:51:02 2021,330797,TRUCK,5809,330797,4082,PCF86214E,5809,,
5810,5810,5810,5811,Sat Aug  7 02:18:55 2021,5319869,CAR,5810,5319869,4846,PCBABD060,5810,,
5811,5811,5811,5812,Mon Aug  9 11:23:06 2021,8580866,VAN,5811,8580866,4790,PC2387B02,5811,,
5812,5812,5812,5813,Mon Aug 16 19:02:57 2021,4781400,TRUCK,5812,4781400,4198,PCB0994D1,5812,,
5813,5813,5813,5814,Tue Aug 17 18:38:39 2021,2888284,VAN,5813,2888284,4025,PC5ABB8E4,5813,,
5814,5814,5814,5815,Sun Aug  1 07:44:41 2021,2857529,CAR,5814,2857529,4122,PC8ED616E,5814,,
5815,5815,5815,5816,Fri Jul 30 10:11:09 2021,5203172,CAR,5815,5203172,4381,PC9DD9DCD,5815,,
5816,5816,5816,5817,Tue Aug 10 09:20:38 2021,5652940,CAR,5816,5652940,4802,PCBDD55F1,5816,,
5817,5817,5817,5818,Tue Aug  3 07:16:17 2021,124045,TRUCK,5817,124045,4277,PC010D2A9,5817,,
5818,5818,5818,5819,Tue Aug  3 18:51:18 2021,8335570,CAR,5818,8335570,4202,PC65AA714,5818,,
5819,5819,5819,5820,Sun Aug  8 13:33:55 2021,6477596,TRUCK,5819,6477596,4758,PCCE12794,5819,,
5820,5820,5820,5821,Tue Aug  3 00:55:54 2021,8004123,CAR,5820,8004123,4611,PC2EBEAB9,5820,,
5821,5821,5821,5822,Wed Aug  4 06:01:38 2021,7955580,VAN,5821,7955580,4354,PC0671DD4,5821,,
5822,5822,5822,5823,Sun Aug 15 01:26:10 2021,8569253,VAN,5822,8569253,4372,PC1E0F3B6,5822,,
5823,5823,5823,5824,Fri Aug 20 13:31:41 2021,577541,CAR,5823,577541,4993,PC0F0AB4E,5823,,
5824,5824,5824,5825,Wed Aug  4 13:13:14 2021,660171,VAN,5824,660171,4840,PC49BFB36,5824,,
5825,5825,5825,5826,Fri Jul 30 20:22:47 2021,7483733,CAR,5825,7483733,4783,PC9889263,5825,,
5826,5826,5826,5827,Mon Aug  9 18:59:45 2021,4256733,CAR,5826,4256733,4726,PCF6540C0,5826,,
5827,5827,5827,5828,Wed Aug 11 01:21:40 2021,3162563,CAR,5827,3162563,4080,PCBE7E15B,5827,,
5828,5828,5828,5829,Sat Aug 21 10:59:26 2021,9438596,CAR,5828,9438596,4414,PC40BD0F3,5828,,
5829,5829,5829,5830,Fri Aug  6 00:54:57 2021,461962,CAR,5829,461962,4122,PC8ED616E,5829,,
5830,5830,5830,5831,Fri Jul 30 04:29:12 2021,9103923,CAR,5830,9103923,4868,PC647292C,5830,,
5831,5831,5831,5832,Sat Aug 14 17:52:15 2021,3203679,TRUCK,5831,3203679,4117,PCEB6517A,5831,,
5832,5832,5832,5833,Wed Aug 11 22:55:21 2021,5235885,CAR,5832,5235885,4753,PC6AA246E,5832,,
5833,5833,5833,5834,Sun Aug 15 10:08:20 2021,5097958,CAR,5833,5097958,4784,PCDB42B34,5833,,
5834,5834,5834,5835,Sat Aug  7 03:27:50 2021,7316755,CAR,5834,7316755,4570,PCAE45EC0,5834,,
5835,5835,5835,5836,Fri Aug 13 04:10:36 2021,4419013,CAR,5835,4419013,4229,PCD0DDD3D,5835,,
5836,5836,5836,5837,Tue Aug 10 19:04:36 2021,2120752,CAR,5836,2120752,4456,PC8DFF744,5836,,
5837,5837,5837,5838,Thu Aug 19 20:14:35 2021,4759684,CAR,5837,4759684,4639,PC879E7AB,5837,,
5838,5838,5838,5839,Thu Jul 29 13:17:08 2021,6304600,CAR,5838,6304600,4882,PC8616CD8,5838,,
5839,5839,5839,5840,Fri Aug 13 18:12:04 2021,7093479,CAR,5839,7093479,4891,PC57036DA,5839,,
5840,5840,5840,5841,Thu Jul 29 12:47:27 2021,4939611,TRUCK,5840,4939611,4091,PC2E099B4,5840,,
5841,5841,5841,5842,Thu Aug  5 05:29:56 2021,7563617,CAR,5841,7563617,4225,PCC1ED0C5,5841,,
5842,5842,5842,5843,Sun Aug  1 06:24:20 2021,9269769,CAR,5842,9269769,4033,PC783B5FC,5842,,
5843,5843,5843,5844,Tue Aug 17 00:16:12 2021,8016304,VAN,5843,8016304,4903,PCC3BCE65,5843,,
5844,5844,5844,5845,Thu Aug 12 07:02:58 2021,7032727,CAR,5844,7032727,4806,PC8A8EA51,5844,,
5845,5845,5845,5846,Wed Aug 11 11:46:52 2021,7312965,CAR,5845,7312965,4370,PC70B7987,5845,,
5846,5846,5846,5847,Mon Aug  2 16:22:27 2021,6205577,VAN,5846,6205577,4785,PC787D664,5846,,
5847,5847,5847,5848,Sun Aug 22 15:30:49 2021,2193044,CAR,5847,2193044,4291,PCD411AEF,5847,,
5848,5848,5848,5849,Sun Aug 15 15:05:54 2021,9942125,CAR,5848,9942125,4859,PC685B3B1,5848,,
5849,5849,5849,5850,Sat Jul 31 07:01:25 2021,682481,CAR,5849,682481,4243,PCC4F7DCE,5849,,
5850,5850,5850,5851,Mon Aug 16 03:28:10 2021,1009820,CAR,5850,1009820,4761,PCB206182,5850,,
5851,5851,5851,5852,Thu Aug 19 02:11:22 2021,2891101,CAR,5851,2891101,4341,PC1E10EC3,5851,,
5852,5852,5852,5853,Tue Aug 10 01:01:19 2021,6182711,CAR,5852,6182711,4928,PC16E79D4,5852,,
5853,5853,5853,5854,Sat Aug 21 07:28:29 2021,8825276,CAR,5853,8825276,4645,PC14FBE4A,5853,,
5854,5854,5854,5855,Tue Aug 10 08:11:18 2021,8740684,CAR,5854,8740684,4267,PCE51C5C7,5854,,
5855,5855,5855,5856,Sun Aug  1 00:17:32 2021,8247059,CAR,5855,8247059,4346,PCA35B156,5855,,
5856,5856,5856,5857,Fri Aug 13 13:51:25 2021,2524523,CAR,5856,2524523,4374,PCC321538,5856,,
5857,5857,5857,5858,Wed Aug 11 14:34:20 2021,2947533,CAR,5857,2947533,5008,PC48D61BB,5857,,
5858,5858,5858,5859,Fri Aug 13 06:44:25 2021,9730075,TRUCK,5858,9730075,4166,PCE450C55,5858,,
5859,5859,5859,5860,Thu Aug 12 12:04:22 2021,3941549,CAR,5859,3941549,4503,PC69DE15C,5859,,
5860,5860,5860,5861,Tue Aug  3 10:00:25 2021,9178225,CAR,5860,9178225,5003,PCAC9371E,5860,,
5861,5861,5861,5862,Sun Aug 15 19:36:36 2021,685266,CAR,5861,685266,4523,PC0005AC7,5861,,
5862,5862,5862,5863,Sun Aug 22 07:51:44 2021,4405798,VAN,5862,4405798,4290,PC84E8CEF,5862,,
5863,5863,5863,5864,Fri Aug 20 13:12:14 2021,3267525,CAR,5863,3267525,4160,PC6DC0ACF,5863,,
5864,5864,5864,5865,Wed Aug 18 06:06:15 2021,6783722,CAR,5864,6783722,4789,PCBE8B2AB,5864,,
5865,5865,5865,5866,Fri Jul 30 01:19:44 2021,3966360,TRUCK,5865,3966360,4342,PCE7F2748,5865,,
5866,5866,5866,5867,Sun Aug 22 17:26:49 2021,4376919,CAR,5866,4376919,4860,PCF4A2DA9,5866,,
5867,5867,5867,5868,Mon Aug 16 10:45:12 2021,7585536,TRUCK,5867,7585536,4001,PC58105BF,5867,,
5868,5868,5868,5869,Thu Aug  5 16:28:46 2021,1702675,CAR,5868,1702675,4760,PC161AC8D,5868,,
5869,5869,5869,5870,Sun Aug  8 17:55:19 2021,3334896,CAR,5869,3334896,4975,PC818101A,5869,,
5870,5870,5870,5871,Sun Aug 15 13:55:58 2021,2118082,TRUCK,5870,2118082,4027,PCE7A4F34,5870,,
5871,5871,5871,5872,Fri Aug  6 17:51:39 2021,6332848,TRUCK,5871,6332848,4131,PC4C9B108,5871,,
5872,5872,5872,5873,Mon Aug  2 09:47:36 2021,8480642,TRUCK,5872,8480642,4684,PCA76178F,5872,,
5873,5873,5873,5874,Wed Aug  4 00:07:16 2021,622837,CAR,5873,622837,4382,PCB7341F4,5873,,
5874,5874,5874,5875,Tue Aug 10 17:30:16 2021,1871104,TRUCK,5874,1871104,4771,PC71FE98A,5874,,
5875,5875,5875,5876,Tue Aug  3 07:41:04 2021,245404,TRUCK,5875,245404,4029,PCE319335,5875,,
5876,5876,5876,5877,Mon Aug 16 06:23:05 2021,9209550,VAN,5876,9209550,4770,PC9082A17,5876,,
5877,5877,5877,5878,Sun Aug  1 03:26:49 2021,2733497,TRUCK,5877,2733497,4781,PC0D83A1E,5877,,
5878,5878,5878,5879,Thu Aug 19 08:13:18 2021,791991,CAR,5878,791991,4167,PC8453073,5878,,
5879,5879,5879,5880,Thu Jul 29 23:45:01 2021,5593794,TRUCK,5879,5593794,4384,PC59A33DE,5879,,
5880,5880,5880,5881,Fri Jul 30 20:34:02 2021,609994,TRUCK,5880,609994,4216,PC53B475D,5880,,
5881,5881,5881,5882,Mon Aug 16 10:54:12 2021,4155880,CAR,5881,4155880,4766,PCE36658B,5881,,
5882,5882,5882,5883,Sun Aug 15 04:22:02 2021,5020403,VAN,5882,5020403,4578,PC90D44D0,5882,,
5883,5883,5883,5884,Fri Jul 30 08:41:10 2021,6682026,CAR,5883,6682026,4924,PCE3427C5,5883,,
5884,5884,5884,5885,Fri Aug 20 06:33:36 2021,2157469,VAN,5884,2157469,4720,PCDD23528,5884,,
5885,5885,5885,5886,Sat Aug 21 06:06:12 2021,7300982,CAR,5885,7300982,4110,PCF891CEB,5885,,
5886,5886,5886,5887,Wed Aug 18 15:49:47 2021,8029176,CAR,5886,8029176,4441,PC472C08E,5886,,
5887,5887,5887,5888,Tue Aug 17 22:23:48 2021,6049726,CAR,5887,6049726,4903,PCC3BCE65,5887,,
5888,5888,5888,5889,Wed Aug  4 10:52:01 2021,7315120,CAR,5888,7315120,4876,PCDFCFF53,5888,,
5889,5889,5889,5890,Wed Aug 18 23:10:15 2021,785701,CAR,5889,785701,4313,PC6D0FC31,5889,,
5890,5890,5890,5891,Sun Aug  8 12:28:24 2021,5219238,VAN,5890,5219238,4155,PC9042B3F,5890,,
5891,5891,5891,5892,Sun Aug 15 02:36:59 2021,327171,TRUCK,5891,327171,4932,PC46C4A27,5891,,
5892,5892,5892,5893,Sat Aug 14 22:34:36 2021,4145196,CAR,5892,4145196,4505,PCEF64195,5892,,
5893,5893,5893,5894,Thu Aug  5 04:15:38 2021,1582984,TRUCK,5893,1582984,4015,PC524833E,5893,,
5894,5894,5894,5895,Mon Aug 16 04:56:08 2021,7757973,CAR,5894,7757973,4128,PCC0E7E2A,5894,,
5895,5895,5895,5896,Tue Aug 10 08:34:39 2021,8882351,CAR,5895,8882351,4514,PC374C341,5895,,
5896,5896,5896,5897,Thu Aug 12 08:08:54 2021,4960138,CAR,5896,4960138,4984,PCBABF130,5896,,
5897,5897,5897,5898,Wed Aug 18 08:32:15 2021,4008834,CAR,5897,4008834,4304,PC89FB76E,5897,,
5898,5898,5898,5899,Wed Aug  4 06:17:28 2021,8720320,CAR,5898,8720320,4075,PC2125618,5898,,
5899,5899,5899,5900,Mon Aug  9 09:08:51 2021,622149,CAR,5899,622149,4377,PC4AC8EAD,5899,,
5900,5900,5900,5901,Mon Aug 16 10:42:45 2021,1678052,CAR,5900,1678052,4786,PCB7F1F8A,5900,,
5901,5901,5901,5902,Thu Aug  5 19:08:00 2021,3271576,VAN,5901,3271576,4671,PCCAAFB48,5901,,
5902,5902,5902,5903,Sat Jul 31 14:07:56 2021,8341934,CAR,5902,8341934,4286,PC12BE494,5902,,
5903,5903,5903,5904,Sat Aug 21 11:52:05 2021,4409380,TRUCK,5903,4409380,4748,PCF2ECD29,5903,,
5904,5904,5904,5905,Wed Aug  4 05:56:54 2021,7681166,CAR,5904,7681166,4665,PCF63C15F,5904,,
5905,5905,5905,5906,Sat Jul 31 12:07:28 2021,84689,CAR,5905,84689,4252,PCA32686D,5905,,
5906,5906,5906,5907,Mon Aug 16 11:26:59 2021,4693087,TRUCK,5906,4693087,4333,PCCCAD2AC,5906,,
5907,5907,5907,5908,Sun Aug  1 10:19:02 2021,1687485,TRUCK,5907,1687485,4757,PC126524C,5907,,
5908,5908,5908,5909,Fri Aug  6 05:03:05 2021,8032454,TRUCK,5908,8032454,4587,PC576A3BA,5908,,
5909,5909,5909,5910,Mon Aug  2 01:38:17 2021,7994643,TRUCK,5909,7994643,4074,PCCAFD014,5909,,
5910,5910,5910,5911,Sat Aug 21 16:45:12 2021,8455595,TRUCK,5910,8455595,4573,PC4D8469D,5910,,
5911,5911,5911,5912,Tue Aug 10 20:15:05 2021,6572335,TRUCK,5911,6572335,4886,PC4D892D7,5911,,
5912,5912,5912,5913,Wed Aug 11 14:34:17 2021,3571399,TRUCK,5912,3571399,4695,PC4A5D62F,5912,,
5913,5913,5913,5914,Sun Aug  1 21:39:05 2021,5796031,CAR,5913,5796031,4988,PC46BE0B2,5913,,
5914,5914,5914,5915,Tue Aug  3 09:08:37 2021,2269174,VAN,5914,2269174,4360,PC084F676,5914,,
5915,5915,5915,5916,Fri Aug 13 06:10:41 2021,5858922,CAR,5915,5858922,4714,PC9B747F8,5915,,
5916,5916,5916,5917,Tue Aug 17 04:07:37 2021,5621421,CAR,5916,5621421,4955,PCE36723C,5916,,
5917,5917,5917,5918,Fri Aug 20 18:35:48 2021,2137592,CAR,5917,2137592,4184,PC43A5E42,5917,,
5918,5918,5918,5919,Wed Aug 11 14:33:34 2021,1090734,CAR,5918,1090734,4406,PC7A54E18,5918,,
5919,5919,5919,5920,Sat Jul 31 05:23:30 2021,5150630,TRUCK,5919,5150630,4312,PC8D40B22,5919,,
5920,5920,5920,5921,Wed Aug  4 09:55:39 2021,3781296,TRUCK,5920,3781296,4606,PC0C535B6,5920,,
5921,5921,5921,5922,Wed Aug 11 17:56:20 2021,4597516,CAR,5921,4597516,4695,PC4A5D62F,5921,,
5922,5922,5922,5923,Tue Aug 17 08:54:35 2021,2101536,CAR,5922,2101536,4080,PCBE7E15B,5922,,
5923,5923,5923,5924,Tue Aug  3 09:37:39 2021,3786840,CAR,5923,3786840,4209,PC494D54E,5923,,
5924,5924,5924,5925,Tue Aug 17 12:12:03 2021,1077720,CAR,5924,1077720,4595,PC64281F6,5924,,
5925,5925,5925,5926,Thu Aug 12 10:35:01 2021,6742213,CAR,5925,6742213,4160,PC6DC0ACF,5925,,
5926,5926,5926,5927,Tue Aug 10 16:39:28 2021,2565855,TRUCK,5926,2565855,4105,PC43919D1,5926,,
5927,5927,5927,5928,Tue Aug 10 04:21:11 2021,4620541,CAR,5927,4620541,4125,PC8AAEF51,5927,,
5928,5928,5928,5929,Wed Aug 11 03:16:18 2021,6494935,CAR,5928,6494935,4527,PC59A0CB2,5928,,
5929,5929,5929,5930,Sat Aug  7 18:39:02 2021,8628067,TRUCK,5929,8628067,4568,PCA8A783A,5929,,
5930,5930,5930,5931,Fri Aug 13 02:28:43 2021,2302123,TRUCK,5930,2302123,4593,PC3863F6A,5930,,
5931,5931,5931,5932,Thu Aug  5 05:27:24 2021,8078617,TRUCK,5931,8078617,4380,PC905B5D4,5931,,
5932,5932,5932,5933,Sun Aug 22 14:29:48 2021,477533,CAR,5932,477533,4331,PC47300D9,5932,,
5933,5933,5933,5934,Fri Aug  6 16:07:13 2021,6477493,VAN,5933,6477493,4687,PC52E7369,5933,,
5934,5934,5934,5935,Mon Aug 16 10:14:43 2021,7360399,CAR,5934,7360399,4203,PC5295A46,5934,,
5935,5935,5935,5936,Fri Aug 20 02:58:46 2021,86880,CAR,5935,86880,4765,PC795A0A3,5935,,
5936,5936,5936,5937,Fri Aug  6 14:49:10 2021,2529667,VAN,5936,2529667,4391,PCCFD9AB6,5936,,
5937,5937,5937,5938,Fri Aug 20 09:39:14 2021,514741,CAR,5937,514741,4110,PCF891CEB,5937,,
5938,5938,5938,5939,Sun Aug  1 14:57:07 2021,1620807,CAR,5938,1620807,4314,PC7E9E8F3,5938,,
5939,5939,5939,5940,Thu Jul 29 23:10:46 2021,4709305,VAN,5939,4709305,4175,PC08EA270,5939,,
5940,5940,5940,5941,Sat Aug 21 22:37:27 2021,2533587,TRUCK,5940,2533587,4291,PCD411AEF,5940,,
5941,5941,5941,5942,Tue Aug 10 07:31:20 2021,4874164,CAR,5941,4874164,4478,PCB02917E,5941,,
5942,5942,5942,5943,Tue Aug 10 15:08:08 2021,4491041,VAN,5942,4491041,4126,PC74CE451,5942,,
5943,5943,5943,5944,Mon Aug  2 06:01:13 2021,751441,CAR,5943,751441,4324,PC9C3D708,5943,,
5944,5944,5944,5945,Fri Jul 30 08:51:59 2021,3293647,TRUCK,5944,3293647,4941,PCA6403C1,5944,,
5945,5945,5945,5946,Wed Aug 18 13:06:43 2021,921492,CAR,5945,921492,4020,PC2265FB3,5945,,
5946,5946,5946,5947,Wed Aug 11 17:11:00 2021,838687,TRUCK,5946,838687,4983,PCC3E4ADA,5946,,
5947,5947,5947,5948,Sat Aug  7 00:33:10 2021,1765185,CAR,5947,1765185,4196,PC4B8A835,5947,,
5948,5948,5948,5949,Fri Aug  6 15:30:33 2021,5216740,CAR,5948,5216740,4734,PCE4C5D8E,5948,,
5949,5949,5949,5950,Thu Aug 12 08:21:40 2021,3839435,CAR,5949,3839435,4449,PCAACD453,5949,,
5950,5950,5950,5951,Fri Aug  6 13:51:25 2021,4163183,CAR,5950,4163183,4280,PC03A5F23,5950,,
5951,5951,5951,5952,Fri Jul 30 17:59:44 2021,1543578,TRUCK,5951,1543578,4450,PC0B2B03E,5951,,
5952,5952,5952,5953,Thu Aug  5 01:38:08 2021,5051759,CAR,5952,5051759,4201,PC0E22DEA,5952,,
5953,5953,5953,5954,Wed Aug 11 20:16:49 2021,3190249,CAR,5953,3190249,4982,PC384779E,5953,,
5954,5954,5954,5955,Mon Aug  9 02:46:24 2021,3994398,CAR,5954,3994398,4747,PC5E524A1,5954,,
5955,5955,5955,5956,Tue Aug 17 13:27:53 2021,5393760,CAR,5955,5393760,4369,PCD5CBB82,5955,,
5956,5956,5956,5957,Tue Aug  3 05:17:10 2021,2128695,CAR,5956,2128695,4730,PC7DC0964,5956,,
5957,5957,5957,5958,Sat Jul 31 12:45:29 2021,4857692,TRUCK,5957,4857692,4263,PCD6DBA1D,5957,,
5958,5958,5958,5959,Fri Aug 20 18:10:04 2021,9485989,CAR,5958,9485989,4088,PC14008D5,5958,,
5959,5959,5959,5960,Wed Aug 11 16:19:39 2021,6604819,VAN,5959,6604819,4197,PCE32ED40,5959,,
5960,5960,5960,5961,Sat Jul 31 21:57:04 2021,4514683,TRUCK,5960,4514683,4326,PC356AE8F,5960,,
5961,5961,5961,5962,Wed Aug 18 19:47:43 2021,2913339,TRUCK,5961,2913339,4368,PC909A324,5961,,
5962,5962,5962,5963,Wed Aug 18 02:06:14 2021,8212212,TRUCK,5962,8212212,4881,PCDE20E6F,5962,,
5963,5963,5963,5964,Fri Aug  6 21:44:58 2021,6019007,VAN,5963,6019007,4013,PCE5BA2CE,5963,,
5964,5964,5964,5965,Sat Aug 14 14:32:58 2021,3123728,CAR,5964,3123728,4732,PCD83DE25,5964,,
5965,5965,5965,5966,Sun Aug  1 10:50:24 2021,5006481,TRUCK,5965,5006481,4055,PCA06B2F1,5965,,
5966,5966,5966,5967,Wed Aug 18 00:02:51 2021,6805646,CAR,5966,6805646,4440,PCBE1B45D,5966,,
5967,5967,5967,5968,Sun Aug 15 06:32:56 2021,9878829,CAR,5967,9878829,4088,PC14008D5,5967,,
5968,5968,5968,5969,Mon Aug  2 05:06:36 2021,2988099,CAR,5968,2988099,4333,PCCCAD2AC,5968,,
5969,5969,5969,5970,Sat Aug  7 16:42:04 2021,6308632,VAN,5969,6308632,4228,PC4F78F1B,5969,,
5970,5970,5970,5971,Thu Aug  5 04:18:21 2021,5210646,CAR,5970,5210646,4969,PCBBB9730,5970,,
5971,5971,5971,5972,Wed Aug 18 23:38:47 2021,5940387,CAR,5971,5940387,4858,PC94DC1E6,5971,,
5972,5972,5972,5973,Sat Aug  7 15:54:05 2021,2979070,CAR,5972,2979070,4894,PCDADB8C6,5972,,
5973,5973,5973,5974,Sat Aug 14 16:13:05 2021,9300422,CAR,5973,9300422,4580,PC48664B7,5973,,
5974,5974,5974,5975,Thu Aug  5 01:38:19 2021,7425116,CAR,5974,7425116,4077,PCF40C389,5974,,
5975,5975,5975,5976,Sat Aug 14 11:17:25 2021,4497978,CAR,5975,4497978,4788,PC00AE965,5975,,
5976,5976,5976,5977,Fri Aug 20 11:37:13 2021,6592729,CAR,5976,6592729,4228,PC4F78F1B,5976,,
5977,5977,5977,5978,Wed Aug 11 02:05:22 2021,316816,VAN,5977,316816,4021,PC851E565,5977,,
5978,5978,5978,5979,Mon Aug  2 02:27:24 2021,1545973,CAR,5978,1545973,4021,PC851E565,5978,,
5979,5979,5979,5980,Mon Aug  9 17:31:45 2021,5215856,VAN,5979,5215856,4171,PC36C9AE8,5979,,
5980,5980,5980,5981,Mon Aug  9 17:45:27 2021,3310074,CAR,5980,3310074,4976,PC5149039,5980,,
5981,5981,5981,5982,Sun Aug 15 23:43:20 2021,4528694,CAR,5981,4528694,4163,PC95B4E03,5981,,
5982,5982,5982,5983,Sun Aug 22 18:03:45 2021,2487000,CAR,5982,2487000,4388,PC803F0F2,5982,,
5983,5983,5983,5984,Sat Jul 31 03:47:06 2021,6915357,CAR,5983,6915357,4754,PC99AE725,5983,,
5984,5984,5984,5985,Mon Aug  2 07:10:45 2021,2904412,CAR,5984,2904412,4174,PC041D874,5984,,
